Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
Using cpu device
Logging to C:\Users\Win10\Documents\GitHub\Peer-Simulation\reformed\tensorboard_logs\MaskablePPO_11
-----------------------------------
| actions/             |          |
|    fire_worker       | 0.237    |
|    hold              | 0.231    |
|    post_vacancy      | 0.24     |
|    snap_to_market    | 0.242    |
|    wage_dn_100       | 0.0107   |
|    wage_dn_300       | 0.00977  |
|    wage_up_100       | 0.0137   |
|    wage_up_300       | 0.0146   |
| economy/             |          |
|    avg_profit_all    | -537     |
|    employment_rate   | 0.85     |
|    firm_wage_premium | 0.111    |
|    market_avg_wage   | 8.37e+03 |
|    n_active_firms    | 10       |
| firm/                |          |
|    capital           | 106      |
|    deficit_months    | 0        |
|    monthly_wage      | 9298     |
|    n_workers         | 7        |
|    profit            | 1.09e+04 |
|    reward            | 0.432    |
|    vacancies         | 0        |
|    vmpl              | 1.2e+04  |
|    vmpl_gap          | 2.7e+03  |
|    worker_mkt_share  | -0.157   |
| time/                |          |
|    fps               | 198      |
|    iterations        | 1        |
|    time_elapsed      | 20       |
|    total_timesteps   | 4096     |
-----------------------------------
------------------------------------------
| actions/                |              |
|    fire_worker          | 0.224        |
|    hold                 | 0.254        |
|    post_vacancy         | 0.233        |
|    snap_to_market       | 0.243        |
|    wage_dn_100          | 0.0117       |
|    wage_dn_300          | 0.0103       |
|    wage_up_100          | 0.0117       |
|    wage_up_300          | 0.0122       |
| economy/                |              |
|    avg_profit_all       | -1.41e+03    |
|    employment_rate      | 0.92         |
|    firm_wage_premium    | 0.0467       |
|    market_avg_wage      | 8.22e+03     |
|    n_active_firms       | 10           |
| firm/                   |              |
|    capital              | 62.6         |
|    deficit_months       | 91           |
|    monthly_wage         | 8600         |
|    n_workers            | 17           |
|    profit               | -1.97e+04    |
|    reward               | -0.745       |
|    vacancies            | 0            |
|    vmpl                 | 6.03e+03     |
|    vmpl_gap             | -2.57e+03    |
|    worker_mkt_share     | 0.868        |
| time/                   |              |
|    fps                  | 193          |
|    iterations           | 2            |
|    time_elapsed         | 42           |
|    total_timesteps      | 8192         |
| train/                  |              |
|    approx_kl            | 0.0114601385 |
|    clip_fraction        | 0.125        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.44        |
|    explained_variance   | -0.182       |
|    learning_rate        | 0.000299     |
|    loss                 | -0.0163      |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.0092      |
|    value_loss           | 0.0922       |
------------------------------------------
-----------------------------------------
| actions/                |             |
|    fire_worker          | 0.237       |
|    hold                 | 0.248       |
|    post_vacancy         | 0.243       |
|    snap_to_market       | 0.227       |
|    wage_dn_100          | 0.00944     |
|    wage_dn_300          | 0.00911     |
|    wage_up_100          | 0.016       |
|    wage_up_300          | 0.0104      |
| economy/                |             |
|    avg_profit_all       | -226        |
|    employment_rate      | 0.89        |
|    firm_wage_premium    | -0.0268     |
|    market_avg_wage      | 7.91e+03    |
|    n_active_firms       | 10          |
| firm/                   |             |
|    capital              | 38.1        |
|    deficit_months       | 192         |
|    monthly_wage         | 7700        |
|    n_workers            | 1           |
|    profit               | -7.12e+03   |
|    reward               | -0.623      |
|    vacancies            | 0           |
|    vmpl                 | 1.28e+04    |
|    vmpl_gap             | 5.07e+03    |
|    worker_mkt_share     | -0.888      |
| time/                   |             |
|    fps                  | 191         |
|    iterations           | 3           |
|    time_elapsed         | 64          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.018204536 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | 0.696       |
|    learning_rate        | 0.000298    |
|    loss                 | -0.0403     |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.013      |
|    value_loss           | 0.0147      |
-----------------------------------------
-----------------------------------------
| actions/                |             |
|    fire_worker          | 0.243       |
|    hold                 | 0.244       |
|    post_vacancy         | 0.248       |
|    snap_to_market       | 0.222       |
